Gene.symbol	Gene.title	adj.P.Val	logFC
CABP2	calcium binding protein 2	0.923836349535085	-0.0686720391282076
BAZ2B	bromodomain adjacent to zinc finger domain 2B	0.923836349535085	0.0908362993333345
UFD1L	ubiquitin fusion degradation 1 like (yeast)	0.923836349535085	0.0555343371025652
		0.923836349535085	-0.173396101153847
		0.923836349535085	-0.109704543564102
		0.923974883157056	0.0344833403076925
GHSR	growth hormone secretagogue receptor	0.923974883157056	0.0575951527948719
ARFGAP1	ADP ribosylation factor GTPase activating protein 1	0.923974883157056	0.0474417883333347
		0.923974883157056	-0.148505055076923
		0.924024535375382	0.0477747897948717
TNNC2	troponin C2, fast skeletal type	0.924024535375382	0.053552412410256
CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	0.924024535375382	-0.0605049115128216
		0.924024535375382	0.0458706589743567
PCDH11Y///PCDH11X	protocadherin 11 Y-linked///protocadherin 11 X-linked	0.924024535375382	0.0462792861538466
ITGB4	integrin subunit beta 4	0.924024535375382	0.0669357906410255
		0.924024535375382	-0.0382599736153852
		0.92407798788607	-0.0725082931538461
SNORA71A	small nucleolar RNA, H/ACA box 71A	0.92407798788607	0.0835145262564101
TRIP10	thyroid hormone receptor interactor 10	0.92407798788607	0.105992283076922
CD160	CD160 molecule	0.924101329565455	0.131070352435897
		0.924101329565455	0.0572268315384594
AKAP1	A-kinase anchoring protein 1	0.924101329565455	0.0682029703846148
SYNJ2BP-COX16///SYNJ2BP	SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein	0.924101329565455	0.0996605002564079
FAM26E	family with sequence similarity 26 member E	0.924114838225863	0.0774103248205118
PPP1R8	protein phosphatase 1 regulatory subunit 8	0.924267034781628	-0.059544984974357
		0.92429385978329	-0.0662172833846153
		0.924475075372198	0.0551936119999965
EFCAB3	EF-hand calcium binding domain 3	0.924502548156758	0.0488206497948722
CRYGC	crystallin gamma C	0.924662661095873	0.0734830603846142
RSPH10B2///RSPH10B	radial spoke head 10 homolog B2///radial spoke head 10 homolog B	0.924732237233269	-0.05177017274359
		0.924732237233269	0.144062102051279
		0.924732237233269	-0.0924196907948716
DCAF16	DDB1 and CUL4 associated factor 16	0.924816649134901	-0.0825087249487186
CDH16	cadherin 16	0.92483602947051	0.0497674594102557
SLC12A5	solute carrier family 12 member 5	0.925002327802201	-0.0530980310256415
		0.925080509413379	-0.0752220340000016
CATSPER4	cation channel sperm associated 4	0.925087191484331	-0.0567655924102568
PSMA4	proteasome subunit alpha 4	0.925152709339663	0.085290714076919
ZNF761///ZNF525///ZNF845///ZNF765	zinc finger protein 761///zinc finger protein 525///zinc finger protein 845///zinc finger protein 765	0.925152709339663	-0.158330402205127
		0.925152709339663	-0.0453395507948717
WAPL	WAPL cohesin release factor	0.925152709339663	-0.0425015679230736
PPP1CC	protein phosphatase 1 catalytic subunit gamma	0.925153707802238	-0.0508785738717918
VPS9D1	VPS9 domain containing 1	0.925153707802238	-0.0544556720512839
SLC19A2	solute carrier family 19 member 2	0.925276838989676	-0.0728470513333326
PLEKHS1	pleckstrin homology domain containing S1	0.925276838989676	-0.0698219041282053
		0.925276838989676	-0.0828620033076923
DIP2B	disco interacting protein 2 homolog B	0.925276838989676	0.043978431923076
FAM126B	family with sequence similarity 126 member B	0.925276838989676	0.052907163205127
CTBP1-AS2	CTBP1 antisense RNA 2 (head to head)	0.925276838989676	0.0854841856410244
ZNF18	zinc finger protein 18	0.925276838989676	-0.0572931536923074
AVEN	apoptosis and caspase activation inhibitor	0.925276838989676	-0.0709427656923101
PLN	phospholamban	0.925276838989676	-0.0574400105897435
NUP54	nucleoporin 54	0.925276838989676	0.0730171665897457
LOC440446	uncharacterized LOC440446	0.925276838989676	0.0763137675897436
		0.925335678193925	0.132771990051282
FOXN3-AS2	FOXN3 antisense RNA 2	0.925377798073508	0.0653804033846148
LOC646383	uncharacterized LOC646383	0.925377798073508	0.110787597358974
GPN3	GPN-loop GTPase 3	0.925392753111721	0.0910293913589717
OTUD7A	OTU deubiquitinase 7A	0.925400717180094	0.0655201157179492
DDX46	DEAD-box helicase 46	0.92550667274295	0.0559608637692275
GON7	GON7, KEOPS complex subunit homolog	0.925507707172531	-0.0692273284615403
VSX1	visual system homeobox 1	0.925507707172531	0.0554568785897436
		0.925507707172531	-0.110699246333333
		0.925529169439344	-0.027038710615384
ZBTB40	zinc finger and BTB domain containing 40	0.925529169439344	0.0722337267948703
MGC40069///TRAV8-3	uncharacterized protein MGC40069///T cell receptor alpha variable 8-3	0.925590217878667	-0.0631230455128211
		0.925615009607976	-0.0991050437692298
		0.925655086480786	-0.0595126975897449
		0.925699525400022	-0.121063280717948
IQCE	IQ motif containing E	0.925771324140486	0.0530556945384602
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1	0.925771324140486	0.113419140615385
FGF10	fibroblast growth factor 10	0.925781055412864	0.0971173074102554
		0.92584301089433	-0.0444627400256405
PAX1	paired box 1	0.92584301089433	0.0638000913076917
ZNF843	zinc finger protein 843	0.92584301089433	-0.0745177952051295
DSEL	dermatan sulfate epimerase-like	0.92587932004283	-0.0759250579487185
TCP11L1	t-complex 11 like 1	0.92587932004283	-0.0826809698717952
		0.926038479285065	0.0915041015384612
DOLPP1	dolichyldiphosphatase 1	0.926038479285065	-0.0521293113589767
		0.926102001653884	-0.0695196089230783
SCT	secretin	0.926120531419072	-0.0800006512051308
SYNGR3	synaptogyrin 3	0.926133552059157	0.0559429261282034
GSG1L	GSG1 like	0.926149385521328	-0.0679711321282062
UGT2B17	UDP glucuronosyltransferase family 2 member B17	0.926161233226822	0.0943968918205136
LOC400692	uncharacterized LOC400692	0.926161233226822	-0.0663969300256424
RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	0.926161233226822	0.0733741298974366
		0.926161233226822	0.0792566509230768
		0.926161233226822	-0.186806450769232
INVS	inversin	0.926161233226822	-0.104838145435897
CLEC3A	C-type lectin domain family 3 member A	0.926161233226822	0.0518869318205128
SKA2	spindle and kinetochore associated complex subunit 2	0.926161233226822	0.119415784564104
		0.926161233226822	0.17396944546154
		0.926161233226822	0.0420861199999991
PLA1A	phospholipase A1 member A	0.926161233226822	-0.0558193550000006
TRAP1	TNF receptor associated protein 1	0.926161233226822	0.0706941655641025
ADORA1	adenosine A1 receptor	0.926161233226822	0.0546277319999984
ZNF429	zinc finger protein 429	0.926161233226822	0.160993915179487
TMEM35A	transmembrane protein 35A	0.926161233226822	0.0599480160512798
		0.926161233226822	-0.157907380205129
MIR16-2	microRNA 16-2	0.926161233226822	-0.0489875676153853
PTGER3	prostaglandin E receptor 3	0.926161233226822	-0.0414044688205131
KRT7	keratin 7	0.926161233226822	-0.0553241724358982
		0.926193784892302	-0.0507319700512832
MOCS3	molybdenum cofactor synthesis 3	0.926203774437821	-0.0808242483076933
DESI2	desumoylating isopeptidase 2	0.926243094528176	0.0716647259230774
OCLM	oculomedin	0.926298761219151	0.162505997461539
		0.92638356767475	0.102001471333334
		0.926385656887778	0.0510364024358965
SEMA6B	semaphorin 6B	0.926442276864049	0.0928767328717974
PEMT	phosphatidylethanolamine N-methyltransferase	0.92644462834142	0.0911291691282043
PRSS42	protease, serine 42	0.92644462834142	-0.0991423358974375
		0.926455693667817	0.213765619641026
TMED8	transmembrane p24 trafficking protein family member 8	0.926486646866791	0.0498922771794863
MTMR10	myotubularin related protein 10	0.92657339904346	-0.0926813733333312
CAMTA1	calmodulin binding transcription activator 1	0.92657339904346	0.0790367864358963
GOLGA2P9	golgin A2 pseudogene 9	0.92657339904346	-0.0755863715897451
SOGA1	suppressor of glucose, autophagy associated 1	0.926581856668645	-0.0452491504102568
		0.926647459847786	-0.0292392918461544
		0.926647459847786	-0.103836053384615
CCDC146	coiled-coil domain containing 146	0.926647459847786	0.134225228538461
CDK2AP2	cyclin dependent kinase 2 associated protein 2	0.926647459847786	0.0658494779999979
PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	0.926647459847786	0.0438338071282045
EEF1G	eukaryotic translation elongation factor 1 gamma	0.926647459847786	0.0435038261538452
SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	0.926674626235148	-0.0795584842051298
MARS	methionyl-tRNA synthetase	0.926692155363609	-0.0566153566153815
KIR2DS5///KIR2DS3///KIR2DS5///KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3	0.926692155363609	-0.0898736153076927
		0.926697998813999	0.141173066948718
COPS4	COP9 signalosome subunit 4	0.926697998813999	0.0945905252051276
		0.926697998813999	0.0864538049230772
		0.926697998813999	0.186776687564103
		0.926774861042622	-0.0729060948717972
RIMBP3B///RIMBP3C///RIMBP3	RIMS binding protein 3B///RIMS binding protein 3C///RIMS binding protein 3	0.926824295053737	-0.0693660381794867
		0.926845877173153	-0.0605678449230758
MIR126	microRNA 126	0.926864089032573	-0.0752645283846145
		0.926864089032573	-0.11155212671795
LINC01126	long intergenic non-protein coding RNA 1126	0.926864089032573	0.0636938009487196
YARS2	tyrosyl-tRNA synthetase 2	0.926878644657879	0.0622439683333349
TSKS	testis specific serine kinase substrate	0.927055598098369	0.050056298307692
		0.927063477431012	-0.0890189941025645
NPAS3	neuronal PAS domain protein 3	0.927086725609977	-0.0510356275384614
		0.927119810277814	0.0659457179743597
		0.927119810277814	0.0485762044102578
VTRNA1-2	vault RNA 1-2	0.927119810277814	-0.0577986223333333
		0.927119810277814	-0.0272606420000003
CCDC144CP///CCDC144NL///CCDC144B///CCDC144A	coiled-coil domain containing 144C, pseudogene///coiled-coil domain containing 144 family, N-terminal like///coiled-coil domain containing 144B (pseudogene)///coiled-coil domain containing 144A	0.927270301333656	0.114147851820513
ALG11///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)	0.927338708330242	0.0702688304615364
		0.927343501358792	-0.0441468782307681
JSRP1	junctional sarcoplasmic reticulum protein 1	0.927344629704808	-0.0561214433589736
PNMAL1	paraneoplastic Ma antigen family like 1	0.927344629704808	-0.0581618446153858
		0.927398720574093	0.0726976264102497
C10orf11	chromosome 10 open reading frame 11	0.927417138086803	-0.0804588068974379
		0.927432808918601	-0.160911148666665
LOC100287869	uncharacterized LOC100287869	0.927495710643014	-0.060695848307692
		0.927495710643014	-0.0803214240769243
ANO1	anoctamin 1	0.927495710643014	0.0619475019230764
		0.927503469664442	-0.0786161174871793
		0.92754595182685	-0.0573460165128212
		0.92754595182685	-0.0377646120769239
		0.92754595182685	0.0797007848205142
		0.92754595182685	0.0491977094102558
ZNF29P	zinc finger protein 29, pseudogene	0.92754595182685	-0.0471505128717951
		0.92754595182685	-0.059688637230769
LASP1	LIM and SH3 protein 1	0.92754595182685	0.0698149573589752
ATP2C2	ATPase secretory pathway Ca2+ transporting 2	0.92755081781915	-0.0695304039743583
		0.927557015896451	0.100787675205127
SEZ6	seizure related 6 homolog	0.927730595176746	-0.0651989276410267
FAM19A1	family with sequence similarity 19 member A1, C-C motif chemokine like	0.927751089103787	-0.0855506395128214
EEF1A1///EEF1A1	eukaryotic translation elongation factor 1 alpha 1///eukaryotic translation elongation factor 1 alpha 1	0.927751089103787	-0.0457451451282047
		0.927802751044629	-0.0885805040256411
		0.927913242037604	-0.133064329358977
		0.927913242037604	-0.0681757394871809
CD2AP	CD2 associated protein	0.927913242037604	0.111096023589743
		0.927913242037604	-0.0934936950256411
LOC100128988	uncharacterized LOC100128988	0.927913242037604	0.0396197693333336
ZNF346	zinc finger protein 346	0.927917089749567	0.0603726233333326
FBXO48	F-box protein 48	0.928032837759062	-0.0952291390256428
PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	0.928079607588056	0.0936631044358949
NPY5R	neuropeptide Y receptor Y5	0.928079607588056	0.0556370588974358
CHKB-CPT1B///CPT1B///CHKB	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B///choline kinase beta	0.928108492936184	-0.061812705179487
DYDC2	DPY30 domain containing 2	0.928108492936184	0.0516471224358983
MYO3A	myosin IIIA	0.928108492936184	-0.0479874543846148
TAS2R1	taste 2 receptor member 1	0.928180281672003	0.0531404514871801
SLC25A2	solute carrier family 25 member 2	0.928206985184579	-0.0675448741025653
GRWD1	glutamate rich WD repeat containing 1	0.928206985184579	0.0778116738717944
DAW1	dynein assembly factor with WD repeats 1	0.928206985184579	0.0387227655641023
OR6C70	olfactory receptor family 6 subfamily C member 70	0.928206985184579	0.0375990723846154
LINC00167	long intergenic non-protein coding RNA 167	0.928304049345135	-0.0626139733333346
		0.928304049345135	-0.053238052051281
NFX1	nuclear transcription factor, X-box binding 1	0.928304049345135	0.0514308312564076
G3BP2	G3BP stress granule assembly factor 2	0.928304049345135	-0.0523786737948697
KIAA1549///BRAF///BRAF	KIAA1549///B-Raf proto-oncogene, serine/threonine kinase///B-Raf proto-oncogene, serine/threonine kinase	0.9285169543639	-0.0635220248205126
SYN2	synapsin II	0.9285232728798	-0.0699675108974356
TBCA	tubulin folding cofactor A	0.9285232728798	-0.0682557920256439
CYP4F2	cytochrome P450 family 4 subfamily F member 2	0.928617038596339	-0.0993288703846149
		0.928617038596339	0.158657890179486
		0.928617038596339	0.0920392265897423
RNU6-501P	RNA, U6 small nuclear 501, pseudogene	0.928691120246496	0.0511272816666666
		0.92869868935891	0.0668599676923058
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	0.92869868935891	-0.0821520894615411
		0.92869868935891	-0.0353810758205135
		0.92869868935891	0.0399820499230765
IPO11	importin 11	0.92869868935891	0.0846130107179519
MIR200A	microRNA 200a	0.92869868935891	0.0493977988205136
		0.92869868935891	0.0618203945897444
SPO11	SPO11, initiator of meiotic double stranded breaks	0.92869868935891	-0.0352247539487185
WWP1	WW domain containing E3 ubiquitin protein ligase 1	0.92869868935891	0.0663580352564086
SLC25A5-AS1	SLC25A5 antisense RNA 1	0.92869868935891	0.076269940564103
		0.92869868935891	-0.0602800632307687
C16orf82	chromosome 16 open reading frame 82	0.92887111967221	0.0655047567179494
SEC14L5	SEC14 like lipid binding 5	0.928901190220611	-0.0531778072820517
		0.929029382336019	0.0577653165128207
		0.929069912113401	-0.0355425712820523
ZFAT	zinc finger and AT-hook domain containing	0.929069912113401	0.0907919500512815
CPTP	ceramide-1-phosphate transfer protein	0.929153000324176	-0.0532690509999982
TANK	TRAF family member associated NFKB activator	0.929153000324176	0.153407724487181
METTL1	methyltransferase like 1	0.929153000324176	-0.0883849114102562
SEPP1	selenoprotein P, plasma, 1	0.929153000324176	-0.177813438589743
COPS7B	COP9 signalosome subunit 7B	0.929153000324176	0.0491571714102541
		0.929153000324176	-0.0363359078717953
		0.929153000324176	-0.0616914094871799
AZIN2	antizyme inhibitor 2	0.929153000324176	-0.0480730992307716
ARPC3	actin related protein 2/3 complex subunit 3	0.929153000324176	0.0922621800769203
		0.929153000324176	0.131829852076923
TUBA8	tubulin alpha 8	0.929153000324176	0.0780917445897451
OGFRP1	opioid growth factor receptor pseudogene 1	0.929153000324176	-0.0402176051538454
ATXN7L1	ataxin 7 like 1	0.929153000324176	-0.191184478871794
